Episode,Cumulative
1,-1.00028
2,-2.0014866666666666
3,-3.002373333333334
4,-4.0047000000000015
5,-5.005280000000001
6,-6.005940000000001
7,-7.006826666666667
8,-8.006826666666667
9,-9.006926666666667
10,-10.006926666666667
11,-11.007713333333333
12,-12.009466666666667
13,-13.009466666666667
14,-14.009566666666666
15,-15.012433333333332
16,-16.012833333333333
17,-17.012833333333333
18,-18.01296
19,-19.01306
20,-20.013973333333333
21,-21.014526666666665
22,-22.01551333333333
23,-23.01705333333333
24,-24.01819333333333
25,-25.018979999999996
26,-26.019079999999995
27,-27.019459999999995
28,-28.019486666666662
29,-29.02027333333333
30,-30.02184666666666
31,-31.021926666666662
32,-32.022126666666665
33,-33.02324
34,-34.02453333333334
35,-35.02456
36,-36.02456
37,-37.02554666666668
38,-38.02557333333334
39,-39.026206666666674
40,-40.026206666666674
41,-41.02762666666668
42,-42.02762666666668
43,-43.02828666666668
44,-44.02874000000002
45,-45.02874000000002
46,-46.02892000000002
47,-47.029020000000024
48,-48.029020000000024
49,-49.0294466666667
50,-50.0298266666667
51,-51.03066000000005
52,-52.031346666666714
53,-53.03192666666672
54,-54.03228000000006
55,-55.032946666666724
56,-56.03470000000006
57,-57.03470000000006
58,-58.034980000000054
59,-59.03624666666672
60,-60.03672666666672
61,-61.03672666666672
62,-62.03688000000006
63,-63.03766666666674
64,-64.03766666666674
65,-65.03766666666674
66,-66.03789333333341
67,-67.04092666666686
68,-68.04102666666687
69,-69.04222000000023
70,-70.04232000000023
71,-71.04285333333357
72,-72.04445333333359
73,-73.04538666666697
74,-74.04756666666702
75,-75.04802000000036
76,-76.04862666666705
77,-77.04878000000038
78,-78.04903333333372
79,-79.04918666666705
80,-80.05050000000041
81,-81.05146666666708
82,-82.05162000000041
83,-83.05220666666709
84,-84.05436666666711
85,-85.0549266666671
86,-86.05566000000044
87,-87.05594000000045
88,-88.0570800000005
89,-89.0570800000005
90,-90.05781333333385
91,-91.0594133333339
92,-92.06028000000056
93,-93.06061333333389
94,-94.06094666666722
95,-95.06256000000056
96,-96.06422000000056
97,-97.06496000000057
98,-98.06536666666724
99,-99.06542000000057
100,-100.06564666666725
101,-101.06597333333393
102,-102.06612666666726
103,-103.06620666666726
104,-104.06668666666728
105,-105.06712000000061
106,-106.06778000000062
107,-107.06884666666731
108,-108.07013333333404
109,-109.07033333333405
110,-110.07099333333406
111,-111.07261333333408
112,-112.0732733333341
113,-113.07360000000078
114,-114.07436000000081
115,-115.07464000000081
116,-116.07466666666748
117,-117.07624000000085
118,-118.07778666666755
119,-119.0782200000009
120,-120.0784200000009
121,-121.0795066666676
122,-122.08084666666763
123,-123.08128000000096
124,-124.08188666666764
125,-125.08348666666767
126,-126.08412000000102
127,-127.08440000000103
128,-128.08440000000104
129,-129.0848066666677
130,-130.08868666666774
131,-131.08904000000106
132,-132.0899533333344
133,-133.0899533333344
134,-134.09000666666773
135,-135.0903333333344
136,-136.09046000000106
137,-137.09086666666772
138,-138.09104666666772
