Episode,Cumulative
1,-1.00024
2,-2.0013933333333336
3,-3.002186666666667
4,-4.004300000000001
5,-5.00484
6,-6.005419999999999
7,-7.006213333333331
8,-8.006213333333331
9,-9.006313333333331
10,-10.006313333333331
11,-11.007006666666664
12,-12.008533333333329
13,-13.008533333333329
14,-14.008633333333329
15,-15.011166666666659
16,-16.01156666666666
17,-17.01156666666666
18,-18.011679999999995
19,-19.011779999999995
20,-20.012586666666667
21,-21.013113333333337
22,-22.01400666666667
23,-23.015426666666674
24,-24.016446666666674
25,-25.01714000000001
26,-26.017240000000008
27,-27.01758000000001
28,-28.017593333333345
29,-29.01828666666668
30,-30.019673333333344
31,-31.019713333333343
32,-32.01991333333334
33,-33.02092000000002
34,-34.02206666666669
35,-35.022080000000024
36,-36.022080000000024
37,-37.02297333333336
38,-38.0229866666667
39,-39.02355333333336
40,-40.02355333333336
41,-41.024813333333384
42,-42.024813333333384
43,-43.02539333333338
44,-44.02582000000005
45,-45.02582000000005
46,-46.02596000000005
47,-47.02606000000005
48,-48.02606000000005
49,-49.02647333333339
50,-50.02681333333339
51,-51.02758000000007
52,-52.02817333333341
53,-53.028713333333414
54,-54.02904000000009
55,-55.029573333333424
56,-56.031100000000094
57,-57.031100000000094
58,-58.03134000000009
59,-59.03247333333343
60,-60.03291333333343
61,-61.03291333333343
62,-62.0330400000001
63,-63.033733333333444
64,-64.03373333333344
65,-65.03373333333344
66,-66.03394666666678
67,-67.03671333333347
68,-68.03681333333347
69,-69.03786000000015
70,-70.03796000000015
71,-71.03842666666684
72,-72.03982666666687
73,-73.04069333333354
74,-74.04263333333357
75,-75.04306000000025
76,-76.0436133333336
77,-77.04374000000027
78,-78.04396666666693
79,-79.0440933333336
80,-80.04530000000031
81,-81.04613333333367
82,-82.04626000000034
83,-83.04675333333368
84,-84.04863333333374
85,-85.04911333333376
86,-86.04978000000045
87,-87.05002000000046
88,-88.05104000000046
89,-89.05104000000046
90,-90.05170666666713
91,-91.05310666666715
92,-92.0538400000005
93,-93.05410666666718
94,-94.05437333333386
95,-95.05568000000055
96,-96.05706000000059
97,-97.0576800000006
98,-98.05803333333394
99,-99.05806000000061
100,-100.05827333333394
101,-101.05858666666728
102,-102.05871333333396
103,-103.05875333333395
104,-104.05919333333395
105,-105.05956000000063
106,-106.06014000000064
107,-107.061073333334
108,-108.06226666666733
109,-109.06246666666733
110,-110.06304666666735
111,-111.0645066666674
112,-112.0650866666674
113,-113.06540000000074
114,-114.06608000000074
115,-115.06632000000074
116,-116.06633333333407
117,-117.06772000000076
118,-118.06909333333412
119,-119.06946000000079
120,-120.0696600000008
121,-121.07065333333415
122,-122.07187333333418
123,-123.07224000000086
124,-124.0727933333342
125,-125.07419333333424
126,-126.07476000000091
127,-127.07500000000091
128,-128.0750000000009
129,-129.07535333333422
130,-130.07879333333418
131,-131.07912000000084
132,-132.0799266666675
133,-133.0799266666675
134,-134.07995333333415
135,-135.08026666666748
136,-136.08038000000082
137,-137.08073333333414
138,-138.08087333333413
139,-139.08112666666747
140,-140.0814800000008
141,-141.08204666666745
142,-142.08335333333412
143,-143.08365333333413
144,-144.08365333333413
145,-145.08508666666745
146,-146.08564000000078
147,-147.0859933333341
148,-148.08610666666743
149,-149.08634666666742
150,-150.08646000000076
151,-151.08646000000076
152,-152.08680000000075
153,-153.0870266666674
154,-154.0882466666674
155,-155.0882466666674
156,-156.0883866666674
157,-157.0884866666674
158,-158.08890000000073
159,-159.08997333333403
160,-160.0905400000007
161,-161.09239333333397
162,-162.09349333333392
163,-163.09350666666725
164,-164.09438666666725
165,-165.09486666666723
166,-166.0957333333339
167,-167.0963666666672
168,-168.09943333333385
169,-169.10021333333384
170,-170.10025333333385
171,-171.10074666666716
172,-172.10118666666716
173,-173.1013000000005
174,-174.10182666666717
175,-175.10196666666715
176,-176.1021800000005
177,-177.10260666666716
178,-178.1032600000005
179,-179.10450666666713
180,-180.10450666666713
181,-181.10450666666713
182,-182.10496000000046
183,-183.1052733333338
184,-184.10540000000046
185,-185.10626666666712
186,-186.1070866666671
187,-187.1087000000004
188,-188.10928000000038
189,-189.10970666666705
190,-190.1100733333337
191,-191.11030000000036
192,-192.1108133333337
193,-193.1108133333337
194,-194.1113933333337
195,-195.1113933333337
196,-196.11338000000035
197,-197.11362000000034
198,-198.11373333333367
199,-199.11420000000032
200,-200.1158600000003
201,-201.11808666666695
202,-202.11882000000026
203,-203.11904666666692
204,-204.11904666666692
205,-205.11936000000026
206,-206.1222266666669
207,-207.12269333333356
208,-208.12293333333355
209,-209.12304666666688
210,-210.1230600000002
211,-211.12368666666688
212,-212.12658000000022
213,-213.12724000000017
214,-214.12724000000017
215,-215.1276933333335
216,-216.12782000000016
217,-217.12992000000014
218,-218.13027333333346
219,-219.13027333333346
220,-220.13070000000013
221,-221.1308266666668
222,-222.1308266666668
223,-223.13119333333344
224,-224.1313200000001
225,-225.1316200000001
226,-226.13172000000012
227,-227.13172000000012
228,-228.13172000000012
229,-229.13208666666677
230,-230.13322000000008
231,-231.13344666666674
232,-232.1341533333334
233,-233.1341533333334
234,-234.13426666666672
235,-235.13524666666672
236,-236.13650000000007
237,-237.13760666666673
238,-238.13780666666673
239,-239.13790666666674
240,-240.13790666666674
241,-241.13810666666674
242,-242.13812000000007
243,-243.13824666666673
244,-244.13846000000007
245,-245.13892666666672
246,-246.13912666666673
247,-247.1402933333334
248,-248.14040666666673
249,-249.14096000000006
250,-250.1411733333334
251,-251.14194000000006
252,-252.14194000000006
253,-253.14194000000006
254,-254.14316000000005
255,-255.14394000000004
256,-256.14414000000005
257,-257.14414000000005
258,-258.14445333333333
259,-259.14561333333336
260,-260.14611333333323
261,-261.14719333333306
262,-262.14750666666635
263,-263.1476199999997
264,-264.1487666666663
265,-265.1494333333329
