Episode,Cumulative
327,-326.8333133328643
328,-327.8336133328642
329,-326.83489333286406
330,-327.83777999953037
331,-328.84086666619663
332,-329.94115999951316
333,-330.9980733328373
334,-332.0286799994995
335,-333.0848199994918
336,-334.15030666614985
337,-335.18563333281077
338,-336.2179733328051
339,-337.250579999466
340,-338.454393332771
341,-339.51655333276165
342,-340.5502799994226
343,-341.85855333271036
344,-342.941253332699
345,-343.98274666602526
346,-345.02466666601913
347,-346.02607333268566
348,-347.0354133326844
349,-348.0427399993501
350,-349.0576066660143
351,-350.07798666601155
352,-351.14457333266853
353,-352.45819999929
354,-353.49722666595073
355,-354.54074666594386
356,-355.6004733325999
357,-356.62009999926374
358,-357.67223999925557
359,-358.73761999924756
360,-357.7383733325808
361,-359.04915999919837
362,-360.19825999917504
363,-359.36197333248253
364,-358.3659866658152
365,-357.39167999914423
366,-358.67003999910105
367,-359.6742333324339
368,-360.675486665767
369,-361.6786999990999
370,-362.69260666576474
371,-363.7035999990966
372,-364.71697333242724
373,-363.7172999990939
374,-364.78793999908316
375,-365.7900733324162
376,-366.89180666573367
377,-368.4686933323141
378,-369.5533399989698
379,-370.56494666563526
380,-371.5931666656311
381,-372.72800666561017
382,-373.74491999894116
383,-374.9713399989059
384,-375.9848666655707
385,-377.0336199988961
386,-378.0597199988923
387,-379.0764933322236
388,-380.10074666555363
389,-379.106359998886
390,-380.10854666555235
391,-381.11280666555155
392,-382.1134599988848
393,-383.1251533322164
394,-382.16296666554365
395,-383.1666466655429
396,-384.1711866655422
397,-385.18318666554035
398,-386.44755999883535
399,-387.5037199988275
400,-388.54091333215615
401,-390.1676999987238
402,-391.1716066653903
403,-392.20570666538526
404,-393.2174199987169
405,-394.2326799987148
406,-395.25293999871224
407,-394.29605999870654
408,-393.3529666653643
409,-392.3600866653631
410,-393.92805999860485
411,-395.02136666525854
412,-396.11523333191184
413,-395.20487999856516
414,-396.25374666522424
415,-397.33875333187933
416,-398.3390799985459
417,-399.3639533318759
418,-400.5574533318476
419,-399.7051333318238
420,-398.7210933318215
421,-399.7673666651486
422,-398.811939998475
423,-400.0052933317825
424,-401.20420666508784
425,-402.2364266650838
426,-401.7711999983375
427,-400.8069866649985
428,-399.8752133316532
429,-400.9041066649813
430,-399.9062066649808
431,-400.9466399983065
432,-401.95627999830526
433,-402.9716799983029
434,-403.999213331631
435,-405.0346599982922
436,-406.0358599982919
437,-407.057626664955
438,-408.0815066649514
439,-409.1464999982761
440,-408.62635333154236
441,-407.8752199981718
442,-406.88495999817053
443,-405.8947933315024
444,-405.13010666480534
445,-406.1915533314633
446,-407.2062133314613
447,-408.23720666479034
448,-409.2502599981218
449,-410.2723666647853
450,-409.307293331447
451,-411.28124666464305
452,-410.3285999979697
453,-409.34579999796694
454,-410.44615333128695
455,-409.46249333128475
456,-408.53245999794285
457,-407.547146664607
458,-406.57315333126945
459,-407.7080266645822
460,-409.10341333119374
461,-408.4320199978136
462,-407.7888133310904
463,-406.7935266644229
