Episode,Cumulative
1,-1.00044
2,-2.00282
3,-3.0053800000000024
4,-4.007500000000005
5,-5.008240000000003
6,-6.008440000000003
7,-7.008440000000003
8,-8.00948
9,-9.011739999999996
10,-10.011739999999996
11,-11.015059999999991
12,-12.017159999999988
13,-13.017799999999987
14,-14.018199999999986
15,-15.020339999999983
16,-16.021119999999982
17,-17.021219999999982
18,-18.022939999999984
19,-19.024519999999985
20,-20.026379999999985
21,-21.02793999999999
22,-22.02803999999999
23,-23.02847999999999
24,-24.02857999999999
25,-25.02941999999999
26,-26.032299999999992
27,-27.032839999999993
28,-28.034159999999993
29,-29.037159999999997
30,-30.038859999999996
31,-31.040179999999996
32,-32.04017999999999
33,-33.04224000000002
34,-34.04312000000003
35,-35.044440000000044
36,-36.044440000000044
37,-37.04532000000005
38,-38.046840000000074
39,-39.0484600000001
40,-40.05510000000021
41,-41.05594000000023
42,-42.05594000000023
43,-43.05658000000024
44,-44.058840000000274
45,-45.06026000000029
46,-46.06384000000034
47,-47.070320000000436
48,-48.07620000000051
49,-49.076300000000515
50,-50.077240000000536
51,-51.0812200000006
52,-52.086480000000684
53,-53.08760000000069
54,-54.0890600000007
55,-55.092860000000776
56,-56.09658000000082
57,-57.10168000000089
58,-58.102260000000896
59,-59.1023600000009
60,-60.11098000000101
61,-61.114800000001054
62,-62.119660000001126
63,-63.12348000000117
64,-64.13090000000125
65,-65.13650000000129
66,-66.13844000000127
67,-67.14328000000128
68,-68.14494000000128
69,-69.14494000000128
70,-70.14730000000131
71,-71.14824000000132
72,-72.14868000000132
73,-73.15124000000135
74,-74.15432000000133
75,-75.15482000000135
76,-76.15630000000137
77,-77.16108000000136
78,-78.16108000000136
79,-79.16588000000135
80,-80.17050000000138
81,-81.17124000000139
82,-82.18090000000142
83,-83.18168000000142
84,-84.18222000000142
85,-85.18590000000144
86,-86.18614000000144
87,-87.18624000000145
88,-88.19118000000145
89,-89.19172000000147
90,-90.1939000000015
91,-91.19508000000151
92,-92.20056000000157
93,-93.20056000000157
94,-94.20106000000159
95,-95.2044000000016
96,-96.20480000000161
97,-97.21144000000166
98,-98.21244000000169
99,-99.2128400000017
