update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
1,2048,21.30266155248115,96,-1.0010520393649738,0.0014241350573705235,-1.007973313331604,-1.0,11.291666666666666,13.841802126569759,1.0,79.0,1.366113856434822,-0.03515099617652595,0.24762536399066448,0.09153055306524038,0.11788120543065946,-1.0010520393649738,0.0014241350573705235,-1.007973313331604,-1.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
2,4096,21.983250534457454,189,-1.0029196235495554,0.003715160394007885,-1.0203533172607422,-1.000100016593933,29.450704225352112,36.39176068814121,2.0,202.0,1.3333517014980316,-0.07073423452675343,0.03255509724840522,0.036037939600646496,0.04458557094737303,-1.0029196235495554,0.003715160394007885,-1.0203533172607422,-1.000100016593933
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
3,6144,22.07527036809732,282,-1.0045578556676065,0.004347055703044071,-1.0166066884994507,-1.000100016593933,45.32258064516129,42.55576007922918,2.0,164.0,1.2938052415847778,-0.03253714425954968,-0.02297901944257319,0.017472447943873703,0.05362079820662168,-1.0045578556676065,0.004347055703044071,-1.0166066884994507,-1.000100016593933
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
4,8192,21.900118997076543,375,-1.0085216537117958,0.006298976642004973,-1.018739938735962,-1.000499963760376,83.75,61.698358973314676,6.0,184.0,1.2974196374416351,-0.011296089738607407,-0.024035947979427874,0.005567735861404799,0.02799782550206439,-1.0085216537117958,0.006298976642004973,-1.018739938735962,-1.000499963760376
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
5,10240,21.99727387936922,468,-1.012929990887642,0.009184653212307247,-1.0279732942581177,-1.0004132986068726,126.375,89.46219522792855,5.0,273.0,1.2857497930526733,-0.005386472985264845,-0.002864047870389186,0.004356109187938273,0.020447203114908975,-1.012929990887642,0.009184653212307247,-1.0279732942581177,-1.0004132986068726
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
6,12288,22.099944402136778,561,-1.0126691609621048,0.00989820532783387,-1.0279732942581177,-1.0004132986068726,123.75,96.13824681155778,5.0,273.0,1.2730599790811539,-0.00756575932382475,-0.0044749344742740504,0.0055860274223960005,0.027484822060102023,-1.0126691609621048,0.00989820532783387,-1.0279732942581177,-1.0004132986068726
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
7,14336,21.314769488441886,657,-1.0158766880631447,0.016707093458648604,-1.06813383102417,-1.0014266967773438,154.625,161.53322994046766,15.0,659.0,1.2828072160482407,-0.0028102740325266495,-0.01084500562865287,0.0019674109880725155,0.017215048059360093,-1.0158766880631447,0.016707093458648604,-1.06813383102417,-1.0014266967773438
